text,intent,domain,split,in_scope
help me find new insurance providers,insurance_change,work,train,True
i would like to compare insurance plan options,insurance_change,work,train,True
i need a new house insurance plan,insurance_change,work,train,True
i want to get a new car insurance plan,insurance_change,work,train,True
i need new health insurance,insurance_change,work,train,True
i want a new policy with long-term care insurance,insurance_change,work,train,True
i want a new motorcycle insurance plan,insurance_change,work,train,True
how do i adjust my insurance policy,insurance_change,work,train,True
my insurance policy needs to be adjusted,insurance_change,work,train,True
i am in need of a switch to my insurance plan,insurance_change,work,train,True
walk me through on how to change my insurance,insurance_change,work,train,True
i wish to request a change in insurance plans,insurance_change,work,train,True
i would like to alter my insurance plan,insurance_change,work,train,True
i need to know how to change my insurance,insurance_change,work,train,True
i want to switch my insurance coverage,insurance_change,work,train,True
help me change my insurance,insurance_change,work,train,True
how do i replace my insurance,insurance_change,work,train,True
i need help finding my mobile phone,find_phone,utility,train,True
help me figure out where my cell phone is,find_phone,utility,train,True
give me a hand finding my mobile device,find_phone,utility,train,True
i can't find my cell and need help locating it,find_phone,utility,train,True
can you help me find my cell,find_phone,utility,train,True
"help, i cannot find my phone",find_phone,utility,train,True
i can't seem to find my phone,find_phone,utility,train,True
are you able to track a phone,find_phone,utility,train,True
my phone cannot be found,find_phone,utility,train,True
i have misplaced my phone,find_phone,utility,train,True
i don't know where i left my phone,find_phone,utility,train,True
i left my phone somewhere,find_phone,utility,train,True
i am looking for my phone,find_phone,utility,train,True
i need you to find my phone,find_phone,utility,train,True
please locate my phone,find_phone,utility,train,True
can you help me find my lost phone,find_phone,utility,train,True
i need help figuring out where my phone is,find_phone,utility,train,True
please help me figure out where my lost phone is,find_phone,utility,train,True
"please help me find my phone, because i lost it",find_phone,utility,train,True
"i lost my phone, can you help me find it",find_phone,utility,train,True
who has seen my cellphone,find_phone,utility,train,True
have you seen my cellphone,find_phone,utility,train,True
can you find my cellphone,find_phone,utility,train,True
find my cellphone,find_phone,utility,train,True
please help me find my phone,find_phone,utility,train,True
where my phone,find_phone,utility,train,True
where was the last place i had my phone,find_phone,utility,train,True
can you find my iphone,find_phone,utility,train,True
i can't find my phone,find_phone,utility,train,True
"call my phone, i can't find it",find_phone,utility,train,True
can you find my lost phone,find_phone,utility,train,True
do you know where my phone is,find_phone,utility,train,True
can you help me find my cellphone,find_phone,utility,train,True
can you call my cellphone,find_phone,utility,train,True
my phone is lost - can you help me find it,find_phone,utility,train,True
where is my phone,find_phone,utility,train,True
ai can you help me find my phone,find_phone,utility,train,True
"ai, i lost my phone, help me find it please",find_phone,utility,train,True
"ai, please help me find my phone",find_phone,utility,train,True
ai locate my phone,find_phone,utility,train,True
ai find my phone,find_phone,utility,train,True
how can i find my phone,find_phone,utility,train,True
"my phone is lost, can you help with that",find_phone,utility,train,True
i need to locate my phone,find_phone,utility,train,True
find out where my phone is,find_phone,utility,train,True
help me find my phone,find_phone,utility,train,True
locate my phone please,find_phone,utility,train,True
what is the location of my phone,find_phone,utility,train,True
my phone is currently lost,find_phone,utility,train,True
i don't remember where my phone is,find_phone,utility,train,True
locate my phone for me,find_phone,utility,train,True
the location of my phone is unknown to me,find_phone,utility,train,True
find my phone,find_phone,utility,train,True
i need to find my phone,find_phone,utility,train,True
please aid in my searching for my lost phone,find_phone,utility,train,True
please help me locate my phone,find_phone,utility,train,True
where did i last place my phone,find_phone,utility,train,True
can you assist me in locating my phone,find_phone,utility,train,True
is my phone in the house,find_phone,utility,train,True
i lost my phone and need help retrieving it,find_phone,utility,train,True
help me search for my phone,find_phone,utility,train,True
misplaced my phone,find_phone,utility,train,True
can you help locate my phone,find_phone,utility,train,True
"i need my phone, but can't find it",find_phone,utility,train,True
i lost my phone and need assistance,find_phone,utility,train,True
